ลำดับที่,Client,Location,Project Name,Brand, QT No.,Business Unit,Project Type,Preriod,Remark, Cost to Cost method ©,Final actual margin(%) ,Total Revenue 2021,Actual Cost (A),Final actual margin(จำนวน) ,,
699,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT KARMART 1 - 31 DEC 2020 (QT20110046.2),KARMART,QT20110046.2,BU3B,Key Account,1-31 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
700,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO 1 - 31 DEC 2020 (QT20110047.2),YOKO,QT20110047.2,BU3B,Key Account,1-31 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
701,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC ,IBLANC,QT20110048.2,BU3B,Key Account,1-31 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
702,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO ,YOKO,QT20120047,BU3B,Key Account,Jan - Mar 21,, 100.00 , 33.90 ," 47,356.00 "," 31,300.00 "," 16,056.00 ",,
703,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC ,IBLANC,QT20120048,BU3B,Key Account,Jan - Mar 21,, 100.00 , 32.53 ," 51,576.00 "," 34,800.00 "," 16,776.00 ",,
704,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO on April 21,Yoko,QT21030134,BU3B,Key Account,1-30 April 21,, 100.00 , 36.16 ," 14,736.96 "," 9,408.00 "," 5,328.96 ",,
705,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC on April 21,Iblanc,QT21030135,BU3B,Key Account,1-30 April 21,, 100.00 , 31.44 ," 18,096.96 "," 12,408.00 "," 5,688.96 ",,
707,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO on May 21,Yoko,QT21050020.1,BU3B,Key Account,1 May 21,, 100.00 , 31.44 ," 15,597.12 "," 10,176.00 "," 5,421.12 ",,
708,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO on June  21,Yoko,QT21050020.2,BU3B,Key Account,21 Jun 24,, 100.00 , 32.10 ," 17,536.96 "," 11,908.00 "," 5,628.96 ",,
710,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC  on May 21,Iblanc,QT21050021.1,BU3B,Key Account,1 May 21,, 100.00 , 31.44 ," 15,597.12 "," 10,176.00 "," 5,421.12 ",,
711,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC on June  21,Iblanc,QT21050021.2,BU3B,Key Account,on June 21,, 100.00 , 36.16 ," 14,736.96 "," 9,408.00 "," 5,328.96 ",,
712,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC ,Iblanc,QT21060062,BU3B,Key Account,July - Sep 21,, 0.00 ,, 0.00 ,,,,
713,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC on July 21,Iblanc,QT21060062.1,BU3B,Key Account,1-31 July 21,, 100.00 , 35.79 ," 14,952.00 "," 9,600.00 "," 5,352.00 ",,
714,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC on Aug 21,Iblanc,QT21060062.2,BU3B,Key Account,1-31 Aug 21,, 100.00 , 35.09 ," 15,382.08 "," 9,984.00 "," 5,398.08 ",,
715,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT IBLANC on Sep 21,Iblanc,QT21060062.3,BU3B,Key Account,1-30 Sep 21,, 100.00 , 50.77 ," 9,360.96 "," 4,608.00 "," 4,752.96 ",,
716,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO ,Yoko,QT21060061,BU3B,Key Account,July - Sep 21,, 0.00 ,, 0.00 ,,,,
717,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO on July 21,Yoko,QT21060061.1,BU3B,Key Account,1-31 July 21,, 100.00 , 35.79 ," 14,952.00 "," 9,600.00 "," 5,352.00 ",,
718,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO on Aug 21,Yoko,QT21060061.2,BU3B,Key Account,1-31 Aug 21,, 100.00 , 35.09 ," 15,382.08 "," 9,984.00 "," 5,398.08 ",,
719,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Thailand,PG TT YOKO on Sep 21,Yoko,QT21060061.3,BU3B,Key Account,1-30 Sep 21,, 100.00 , 50.77 ," 9,360.96 "," 4,608.00 "," 4,752.96 ",,
720,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Event Samyang in Dec ,Samyang,QT20110133,BU2,PG & BA,1 Dec 20- 3 Jan 21,, 0.00 , 100.00 ," 30,034.17 ", 0.00 ," 30,034.17 ",,
721,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,Sino PC New Year Festive 2021  (Jan 21) (QT20110005.3),Hershey's,QT20110005,BU2,PG & BA,1-7 Jan 21,, 100.00 , 26.20 ," 171,496.88 "," 126,569.69 "," 44,927.19 ",,
722,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Sino in March 2021,Samyang,QT21020041,BU2,PG & BA,Feb - Mar 21,, 100.00 , 28.12 ," 678,573.50 "," 487,789.34 "," 190,784.16 ",,
723,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC SINO IN FEBRUARY 2021,Hershey's,QT21010101,BU2,PG & BA,2 Feb - 2 Mar 21,, 100.00 , 40.04 ," 162,387.50 "," 97,367.85 "," 65,019.65 ",,
724,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Sino Grand Sale & Roadshow on May 21,Hershey's,QT21040022,BU2,PG & BA,April - May 21,, 100.00 , 23.47 ," 457,890.00 "," 350,432.76 "," 107,457.24 ",,
725,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC SINO GRAND SALE & ROADSHOW In June 21,Hershey's,QT21040022.1,BU2,PG & BA,1 Jun 21,, 100.00 , 39.94 ," 503,896.25 "," 302,636.14 "," 201,260.11 ",,
726,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,Additional PC Sino Mini Event,Hershey's,QT21050054,BU2,PG & BA,28 May - 8 June 21,, 100.00 , 2.78 ," 13,420.00 "," 13,047.24 ", 372.76 ,,
727,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Sino Road Show Mccormic & Samyang,Mccrormic & Samyang,QT21060035,BU2,PG & BA,30 June - 27 July 21,, 100.00 , 33.52 ," 335,445.00 "," 223,008.30 "," 112,436.70 ",,
728,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Sino In August 2021,Mccrormic & Samyang,QT21070035,BU2,PG & BA,28 July - 24 Aug 21,, 100.00 , 38.64 ," 328,405.00 "," 201,497.50 "," 126,907.50 ",,
729,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Sino In September 2021,Mccrormic & Samyang,QT21080029,BU2,PG & BA,25 Aug - 21 Sep 21,, 100.00 , 43.07 ," 236,079.25 "," 134,411.68 "," 101,667.57 ",,
730,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Sino Samyang,Samyang,QT21090036,BU2,PG & BA,22 Sep - 19 Oct 21,, 100.00 , 36.97 ," 309,347.50 "," 194,975.65 "," 114,371.85 ",,
732,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,Sino PC Festive  2021,Samyang,QT21100004.1,BU2,PG & BA,26 Oct - 25 Nov 21,, 100.00 , 28.24 ," 730,119.45 "," 523,923.79 "," 206,195.66 ",,
733,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,Sino PC Festive  2021,Samyang,QT21100004.2,BU2,PG & BA,26 Nov - 25 Dec 21,, 100.00 , 26.18 ," 814,034.38 "," 600,954.86 "," 213,079.52 ",,
734,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,Sino PC Festive  2021,Samyang,QT21100004.3,BU2,PG & BA,26 Dec 21 - 5 Jan 22,, 50.07 , 17.40 ," 160,436.57 "," 132,527.80 "," 27,908.77 ",,
735,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Thailand,PC Sino  Chocolate Lindt,Lindt,QT21110007,BU2,PG & BA,3-26 Dec 21,, 100.00 , 38.92 ," 453,804.45 "," 277,186.00 "," 176,618.45 ",,
736,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK,Sappe,QT21030098,BU2,Merchadiser& Ro,July 21 - June 22,,,, 0.00 ,,,,
737,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK 1-15 July 21,Sappe,QT21030098.1,BU2,Merchadiser& Ro,1-15 July 21,, 100.00 , 30.93 ," 477,285.60 "," 329,650.46 "," 147,635.14 ",,
738,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK 16 July -15 Aug 21,Sappe,QT21030098.2,BU2,Merchadiser& Ro,16 July - 15 Aug 21,, 100.00 , 14.52 ," 585,888.77 "," 500,800.18 "," 85,088.59 ",,
739,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK 16 Aug - 15 Sep 21,Sappe,QT21030098.3,BU2,Merchadiser& Ro,16 Aug - 15 Sep 21,, 100.00 , 15.88 ," 569,154.58 "," 478,793.27 "," 90,361.31 ",,
740,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK 16 Sep - 15 Oct 21,Sappe,QT21030098.4,BU2,Merchadiser& Ro,16 Sep - 15 Oct 21,, 100.00 , 18.01 ," 560,566.96 "," 459,586.81 "," 100,980.15 ",,
741,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK 16 Oct - 15 Nov 21,Sappe,QT21030098.5,BU2,Merchadiser& Ro,16 Oct - 15 Nov 21,, 100.00 , 17.77 ," 560,286.23 "," 460,702.09 "," 99,584.14 ",,
742,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK 16 Nov - 15 Dec 21,Sappe,QT21030098.6,BU2,Merchadiser& Ro,16 Nov - 15 Dec 21,, 100.00 , 15.77 ," 583,757.89 "," 491,688.15 "," 92,069.74 ",,
743,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Sappe Merchandiser BKK & GBKK 16 Dec 21 - 15 Jan 22,Sappe,QT21030098.7,BU2,Merchadiser& Ro,16 Dec 21 - 15 Jan 22,, 50.11 , 7.98 ," 333,957.33 "," 307,307.01 "," 26,650.32 ",,
744,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Incentive Blue For CVS,Sappe,QT21100068,BU2,Merchadiser& Ro,on Dec 21,, 62.07 , 43.57 ," 15,950.00 "," 9,000.00 "," 6,950.00 ",,
745,บริษัท เปเป้ จำกัด (มหาชน),Thailand,Additional Sappe incentive extra display @Tops ,Sappe,QT21090068,BU2,Merchadiser& Ro,on Sep 21,ต้นทุน QT21030098.4, 0.00 , 100.00 ," 2,200.00 ", 0.00 ," 2,200.00 ",,
746,บริษัท อุตสาหกรรม จำกัด,Thailand,Merchandiser share Serviec (1 Feb - 1 May 21),Champion,QT20100099,BU2,Merchadiser& Ro,1 Feb - 1 May 21,, 100.00 , 57.28 ," 96,916.71 "," 41,401.50 "," 55,515.21 ",,
747,บริษัท อุตสาหกรรม จำกัด,Thailand,Merchandiser share Serviec ,Champion,QT20100099.4,BU2,Merchadiser& Ro,2 May - 5 June 21,, 100.00 , 11.18 ," 32,921.42 "," 29,239.33 "," 3,682.09 ",,
748,บริษัท อุตสาหกรรม จำกัด,Thailand,Merchandiser Share Service,Champion,QT20100099.5,BU2,Merchadiser& Ro,6 - 25 June 21,, 100.00 , 0.57 ," 11,085.30 "," 11,021.94 ", 63.36 ,,
749,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,PG DUMILK  30 Stores @ GT _UPC,DUMILK ,2009DUM011,BU2,PG & BA,Nov 20 - Jan 21,, 100.00 , 89.64 ," 75,275.86 "," 7,800.00 "," 67,475.86 ",,
750,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,PG Protinex 67 Store @GT UPC,Protinex,2009DUM015,BU2,PG & BA,Nov 20 - Jan 21,, 100.00 , 97.98 ," 362,555.41 "," 7,328.47 "," 355,226.94 ",,
751,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Employee Card Production ,Danone,QT20110102,BU1A,Event,Dec 20- Jan 21,, 100.00 , 35.60 ," 35,410.97 "," 22,805.00 "," 12,605.97 ",,
752,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone National Convention additional (QT20120012),Danone,QT20120012,BU1A,Event,1 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
753,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Sticker for ziplock bag,Danone,QT21020013,BU1A,Event,6 Feb 21,, 100.00 , 69.70 ," 6,600.00 "," 2,000.00 "," 4,600.00 ",,
754,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Warehouse Protinex 1 Month 2021,Protinex ,QT21010087,BU2,PG & BA,21 Feb 24,, 100.00 , 79.40 ," 2,750.00 ", 566.57 ," 2,183.43 ",,
755,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,additional danone logistic (QT21010006),Danone,QT21010006,BU1A,Logistic,18 Mar 21,, 100.00 , 70.99 ," 30,250.00 "," 8,774.19 "," 21,475.81 ",,
756,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Prop Prodution,Danone,QT21020072,BU1A,Event,16 Mar 21,, 100.00 , 56.82 ," 35,200.00 "," 15,200.00 "," 20,000.00 ",,
758,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics One time Charge (March ) ,Danone,QT21020051.1,BU1A,Logistic,15-31 Mar 21,, 100.00 , 70.30 ," 100,672.00 "," 29,900.00 "," 70,772.00 ",,
759,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistic Warehosue on April 21,Danone,QT21020051.4,BU1A,Logistic,on April 21,, 100.00 , 72.52 ," 15,400.00 "," 4,232.05 "," 11,167.95 ",,
760,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistic Warehosue on May 21,Danone,QT21020051.5,BU1A,Logistic,on May 21,, 100.00 , 71.49 ," 15,400.00 "," 4,390.95 "," 11,009.05 ",,
761,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Warehouse [June 2021],Danone,QT21020051.6,BU1A,Logistic,1 Jun 21,, 100.00 , 67.68 ," 15,400.00 "," 4,977.20 "," 10,422.80 ",,
762,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Warehouse [July 2021],Danone,QT21020051.7,BU1A,Logistic,1 Jul 21,, 100.00 , 69.09 ," 15,400.00 "," 4,760.86 "," 10,639.14 ",,
763,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Warehouse [August 2021],Danone,QT21020051.8,BU1A,Logistic,1 Aug 21,, 100.00 , 69.09 ," 15,400.00 "," 4,760.86 "," 10,639.14 ",,
764,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Warehouse [September 2021],Danone,QT21020051.9,BU1A,Logistic,1-30 Sep 21,, 100.00 , 70.08 ," 15,400.00 "," 4,607.29 "," 10,792.71 ",,
765,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Warehouse [October 2021] (QT21020051.10),Danone,QT21020051.10,BU1A,Logistic,1-31 Oct 21,, 100.00 , 69.09 ," 15,400.00 "," 4,760.86 "," 10,639.14 ",,
766,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Warehouse [November 2021],Danone,QT21020051.11,BU1A,Logistic,1-30 Nov 21,, 100.00 , 70.08 ," 15,400.00 "," 4,607.29 "," 10,792.71 ",,
767,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Warehouse [December 2021],Danone,QT21020051.12,BU1A,Logistic,1-31 Dec 2021,, 100.00 , 64.31 ," 15,400.00 "," 5,495.86 "," 9,904.14 ",,
769,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logsitics Operation cost on March 21,Danone,QT21020054.1,BU1A,Logistic,23-26 Mar 1,, 100.00 , 43.99 ," 41,745.00 "," 23,382.84 "," 18,362.16 ",,
770,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone HN Logistics - Operation Cost [Nov 2021],Danone,QT21020054.2,BU1A,Logistic,1-30 Nov 21,, 100.00 , 23.04 ," 14,410.00 "," 11,089.40 "," 3,320.60 ",,
771,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Transportation for Delivery ,Danone,QT21020054.4,BU1A,Booth & Roadshow,on April 21,,, 100.00 , 880.00 , 0.00 , 880.00 ,,
772,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Transportation for Delivery Booth,Danone,QT21020054.6,BU1A,Logistic,22 Jun 21,,, 100.00 ," 1,650.00 ", 0.00 ," 1,650.00 ",,
773,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Bangplee Event,Danone,QT21120025,BU1A,Event,17/12/21,, 100.00 , 23.21 ," 152,850.00 "," 117,366.67 "," 35,483.33 ",,
774,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Transportation for Delivery Equipment,Danone,QT21030126,BU1A,Logistic,on Mar 21,, 100.00 , 45.45 ," 1,650.00 ", 900.00 , 750.00 ,,
775,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Dumex Brooch Dugro & Hi Q super Gold,Dumex,QT21030075,BU1A,Booth & Roadshow,8 Apr 21,, 100.00 , 34.97 ," 22,880.00 "," 14,880.00 "," 8,000.00 ",,
776,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Production Hi Q 12 X TRA Bade,Hi-Q,QT21020015,BU1A,Booth & Roadshow,April - July 21,, 100.00 , 53.64 ," 81,070.00 "," 37,586.00 "," 43,484.00 ",,
777,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone VDO Sub Tilte ,Danone,QT21030118,BU1A,Event,16 April - 6 May 2021,, 100.00 , 56.36 ," 13,750.00 "," 6,000.00 "," 7,750.00 ",,
778,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Shooting VDO - Danone Lecture Specialist,Danone,QT21040047,BU1A,Event,21 May 24,, 100.00 , 44.06 ," 7,150.00 "," 4,000.00 "," 3,150.00 ",,
779,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,PG Cheer Milnutrisure,Milnutrisure,QT21030092,BU2,PG & BA,May 21- Mar 22,, 100.00 , 81.59 ," 108,640.00 "," 20,000.00 "," 88,640.00 ",,
780,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Production Danone Artwork,Danone,QT21070016,BU1A,Event,1 Jul 21,,, 100.00 ," 11,000.00 ",," 11,000.00 ",,
781,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone production Welcome Back to offiec,Danone,QT21100028,BU1A,Event,25 Oct - 7 Nov 21,, 100.00 , 42.20 ," 201,690.00 "," 116,576.48 "," 85,113.52 ",,
782,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone production Welcome Back to office (Sale Team),Danone,QT21100031,BU1A,Event,25 Oct - 7 Nov 21,, 100.00 , 37.09 ," 43,221.75 "," 27,190.00 "," 16,031.75 ",,
783,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Production Danone Sticker,Danone,QT21100051,BU1A,Event,29 Oct 21,, 100.00 , 47.55 ," 2,860.00 "," 1,500.00 "," 1,360.00 ",,
784,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Mentimeter and Kahoot Program,Danone,QT21110032,BU1A,Event,15 Nov 21,, 100.00 , 46.74 ," 10,609.50 "," 5,650.12 "," 4,959.38 ",,
785,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Production Backdrop,Danone,QT21110028,BU1A,Event,15 Nov 21,, 100.00 , 59.89 ," 29,149.15 "," 11,691.59 "," 17,457.56 ",,
786,บริษัท ดาดา (ประเทศไทย) จำกัด,Thailand,Danone Tumbler Trophy CODES Focus Awards,Danone,QT21110021,BU1A,Event,26 Nov 21,, 100.00 , 65.90 ," 43,780.00 "," 14,930.85 "," 28,849.15 ",,
787,บริษัท ทีจี  เอเชีย จำกัด,Thailand,T&G Sampling,Envy,QT21010096,BU1A,Booth & Roadshow,4-5 Feb 21,, 100.00 , 46.55 ," 19,895.00 "," 10,633.69 "," 9,261.31 ",,
788,บริษัท เทพมะพร้าว จำกัด,Thailand,Theppadungporn Coconut @ TT 18 stores (Production),Theppadungporn,QT20120076,BU2,PG & BA,Feb- June 21,, 100.00 , 81.91 ," 262,315.00 "," 47,452.80 "," 214,862.20 ",,
789,บริษัท เทพมะพร้าว จำกัด,Thailand,Theppadungporn Coconut @ TT 18 stores (March - April 21),Theppadungporn,QT21010097,BU2,PG & BA,Mar - April 21,, 100.00 , 20.20 ," 267,812.00 "," 213,713.23 "," 54,098.77 ",,
790,บริษัท ไทยไทย จำกัด (มหาชน),Thailand,Wacoal Jay The Rabbit Take Over Shop,Wacoal,QT21030010,BU1A,Event,2 April - 16 May 21,, 100.00 , 38.52 ," 161,880.00 "," 99,518.75 "," 62,361.25 ",,
791,บริษัท ไทยไทย จำกัด (มหาชน),Thailand,Wacoal Jay The Rabiit - Concept & Design (QT21030105),Wacoal,QT21030105,BU1A,Event,1 Apr 21,, 0.00 , 100.00 ," 27,500.00 ", 0.00 ," 27,500.00 ",,
792,บริษัท ไทยไทย จำกัด (มหาชน),Thailand,Wacoal Jay The Rabbit Take Over Shop_Additional (QT21030152),Wacoal,QT21030152,BU1A,Event,1 Apr 21,, 100.00 , 46.61 ," 15,000.00 "," 8,008.00 "," 6,992.00 ",,
793,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Bridgestone - แจกใบปลิว Cockpit 45 สาขา(Jan) (QT21010005),Bridgestone,QT21010005,BU1A,Booth & Roadshow,9-15 Jan 21,, 100.00 , 17.27 ," 48,345.00 "," 39,998.08 "," 8,346.92 ",,
794,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit - Stand cut out production and logistic 70 stores,Cockpit,QT21010084,BU1A,Booth & Roadshow,21 Feb 21,, 100.00 , 17.74 ," 377,300.00 "," 310,373.04 "," 66,926.96 ",,
795,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit - Re inkjet Vinly for Stand cut out 70 stores (QT21030017),Cockpit,QT21030017,BU1A,Booth & Roadshow,21 Mar 24,, 100.00 , 51.41 ," 245,000.00 "," 119,050.00 "," 125,950.00 ",,
796,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit - Re inkjet Vinly for Stand cut out 70 stores(April) (QT21030121),Cockpit,QT21030121,BU1A,Booth & Roadshow,1 Apr 21,, 100.00 , 41.17 ," 206,250.00 "," 121,345.83 "," 84,904.17 ",,
797,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner รถแห่ 15 สาขา,Cockpit,QT21050057,BU1A,Booth & Roadshow,27-29 May 21,, 100.00 , 43.31 ," 168,300.00 "," 95,411.72 "," 72,888.28 ",,
798,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Re inkjet Vinly for stand cut out 70 stores,Cockpit,QT21050063,BU1A,Booth & Roadshow,May - June 21,, 100.00 , 39.11 ," 206,250.00 "," 125,584.38 "," 80,665.62 ",,
799,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner - Stand cut out production,Cockpit,QT21050078,BU1A,Booth & Roadshow,1 Jun 21,, 100.00 , 19.57 ," 5,390.00 "," 4,335.00 "," 1,055.00 ",,
800,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner รถแห่ 17 คัน,Cockpit,QT21050074,BU1A,Booth & Roadshow,17-19 June 21,, 100.00 , 47.15 ," 166,100.00 "," 87,781.50 "," 78,318.50 ",,
801,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner รถแห่ 5 คัน,Cockpit,QT21050077,BU1A,Booth & Roadshow,10-26 June 21,, 100.00 , 50.49 ," 133,100.00 "," 65,893.75 "," 67,206.25 ",,
802,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner แจกใบปลิว 5 สาขา on July 21,Cockpit,QT21060038,BU1A,Booth & Roadshow,1-18 July 21,, 100.00 , 6.39 ," 13,200.00 "," 12,357.00 ", 843.00 ,,
803,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner Activity support จ.ราชบุรีและนครปฐุม on July 21,Cockpit,QT21060046,BU1A,Booth & Roadshow,26 June - 4 July 21,, 100.00 , 33.26 ," 64,900.00 "," 43,314.24 "," 21,585.76 ",,
804,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner-ป้ายหน้าร้านค็อกพิทอิสรภาพ July 21,Cockpit,QT21070002,BU1A,Booth & Roadshow,9 Jul 21,, 100.00 , 39.27 ," 9,350.00 "," 5,677.88 "," 3,672.12 ",,
805,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner- ป้ายหน้าร้านค็อกพิทบางนา กม.34 Jul 21,Cockpit,QT21070001,BU1A,Booth & Roadshow,9 Jul 21,, 100.00 , 26.32 ," 9,460.00 "," 6,970.19 "," 2,489.81 ",,
806,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner -Banner for Cockpit Kasemrat,Cockpit,QT21060068,BU1A,Booth & Roadshow,7 Jul 21,, 100.00 , 65.13 ," 45,980.00 "," 16,031.73 "," 29,948.27 ",,
807,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner - Maintanance stand cut out,Cockpit,QT21060049,BU1A,Booth & Roadshow,20 Jul 21,, 100.00 , 26.80 ," 65,560.00 "," 47,988.46 "," 17,571.54 ",,
808,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner -ป้ายกองโจร 50 units (2 shop),Cockpit,QT21060073,BU1A,Booth & Roadshow, Jul 2021,, 100.00 , 36.33 ," 107,800.00 "," 68,633.89 "," 39,166.11 ",,
