ลำดับที่,Business Unit,No.,Business Code,Status,Job,QT No.,Project Name,Client/Owner,Remark Status,Start date,End date,Year,Sale Name,Quater,Project,Project Name2,Customer Status,Brand/Product, Budget Amount ,Business Type,add by,หมวดธุรกิจ,add date,edit by,edit date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Amount,,,,,,,
1067,BU 2,57,5,Cancelled,Merchadiser& Ro,QT20110141,Merchandiser share services,MC (Thailand) Limited.,Cancelled,01-01-21,31-12-21,2021,Patcharaporn Ketudom,Q1,,,New,Multi brand, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Ketudom,ดูแลเส้นผม,19-11-20,Ketudom,23-12-20,,,,,,,,,,,,," 3,138,044.80 ",,,,,,,
1068,BU 2,8,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154,Downy FE 73 Stores Full Month 2021, Trading (Thailand) Ltd.,Approved,01-01-21,30-06-21,2021,Patcharaporn Ketudom,Q1,58102020,Downy FE 73 Stores Full Month (Jan-Jun 21),Existing,Downy," 7,653,490.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,23-11-20,WARAPHORN,20-01-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1069,BU 2,9,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.0,Downy FE 73 Stores Full Month (One Time Charge), Trading (Thailand) Ltd.,Approved,01-02-21,15-02-21,2021,Patcharaporn Ketudom,Q1,58112020,Downy FE 73 Stores Full Month (One Time Charge),Existing,Downy," 393,510.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,20-12-20,JAGKRA,16-02-21,,,,,,,,,,,,," 761,611.00 ",,,,,,,
1070,BU 2,10,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.1,Downy FE 73 Stores Full Month (Jan21), Trading (Thailand) Ltd.,Approved,01-01-21,31-01-21,2021,Patcharaporn Ketudom,Q1,58122020,Downy FE 73 Stores Full Month (Jan21),Existing,Downy," 1,215,932.14 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,20-12-20,JAGKRA,08-02-21," 1,383,180.47 ",,,,,,,,,,,," 1,479,064.83 ",,,,,,,
1071,BU 2,11,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.2,Downy FE 73 Stores Full Month (Feb21), Trading (Thailand) Ltd.,Approved,01-02-21,28-02-21,2021,Patcharaporn Ketudom,Q1,58132020,Downy FE 73 Stores Full Month (Feb21),Existing,Downy," 1,190,650.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,21-12-20,NATTANICH,22-02-21,," 2,403,283.96 ",,,,,,,,,,," 1,479,064.83 ",,,,,,,
1072,BU 2,12,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.3,Downy FE 73 Stores Full Month (Mar21), Trading (Thailand) Ltd.,Approved,01-03-21,31-03-21,2021,Patcharaporn Ketudom,Q1,58142020,Downy FE 73 Stores Full Month (Mar21),Existing,Downy," 1,189,650.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,21-12-20,JAGKRA,10-02-21,,," 1,414,250.72 ",,,,,,,,,," 1,479,064.83 ",,,,,,,
1073,BU 2,13,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.4,Downy FE 73 Stores Full Month (Apr21), Trading (Thailand) Ltd.,Approved,01-04-21,30-04-21,2021,Patcharaporn Ketudom,Q2,58152020,Downy FE 73 Stores Full Month (Apr21),Existing,Downy," 1,189,650.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,21-12-20,JAGKRA,10-02-21,,,," 1,477,155.17 ",,,,,,,,," 1,479,064.83 ",,,,,,,
1074,BU 2,14,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.5,Downy FE 73 Stores Full Month (May21), Trading (Thailand) Ltd.,Approved,01-05-21,31-05-21,2021,Patcharaporn Ketudom,Q2,58162020,Downy FE 73 Stores Full Month (May21),Existing,Downy," 1,189,650.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,21-12-20,JAGKRA,10-02-21,,,,," 1,479,064.83 ",,,,,,,," 1,479,064.83 ",,,,,,,
1075,BU 2,15,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.6,Downy FE 73 Stores Full Month (Jun21), Trading (Thailand) Ltd.,Approved,01-06-21,30-06-21,2021,Patcharaporn Ketudom,Q2,58172020,Downy FE 73 Stores Full Month (Jun21),Existing,Downy," 1,189,650.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,21-12-20,JAGKRA,10-02-21,,,,,," 1,479,064.84 ",,,,,,," 1,479,064.84 ",,,,,,,
1076,BU 2,,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110154.7,Downy FE 73 Stores Full Month (KPI), Trading (Thailand) Ltd.,Approved,01-01-21,30-06-21,2021,Patcharaporn Ketudom,Q1,63902021,Downy FE 73 Stores Full Month (KPI),Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,06-08-21,NATTANICH,11-08-21,,,,,,,," 48,180.00 ",,,,," 48,180.00 ",,,,,,,
1077,BU 2,67,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20110223,PC Mitr Phol Lite Sugar at Big C 60 Stores,บริษัท น้ำตาล จำกัด,Approved,05-03-21,30-04-21,2021,Patcharaporn Ketudom,Q1,57802020,PC Mitr Phol Lite Sugar at Big C 60 Stores,New,Mitr Phol," 418,956.99 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,08-12-20,MANIS,18-04-21,,," 200,977.26 "," 128,228.92 ",,,," 80,006.23 ",,,,," 409,609.65 ",,,,,,,
1078,BU 2,70,4,Cancelled,PG & BA,QT20120033,Smooth E PC 5 Stores,บริษัท สยาม กรุ๊ป จำกัด ,Cancelled,06-02-21,25-04-21,2021,Patcharaporn Ketudom,Q1,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Jutamas,เวชสำอางค์,16-12-20,Jutamas,05-02-21,,,,,,,,,,,,," 62,150.00 ",,,,,,,
1079,BU 2,71,7,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT20120039,Rcreuitment Staff for Focus Group,บริษัท สันติ จำกัด,Approved,12-02-21,28-02-21,2021,Patcharaporn Ketudom,Q1,5502021,Rcreuitment Staff for Focus Group,New,PIGEON," 10,292.46 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,17-12-20,Ketudom,04-05-21,," 33,000.00 ",,,,,,,,,,," 33,000.00 ",,,,,,,
1080,BU 2,72,4,Cancelled,PG & BA,QT20120044,SINO PC Cooking Club ,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Cancelled,13-01-21,02-01-21,2021,Patcharaporn Ketudom,Q1,,,Existing,Sino, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,อาหาร,18-12-20,Ketudom,25-12-20,,,,,,,,,,,,," 60,390.00 ",,,,,,,
1081,BU 2,75,4,Cancelled,PG & BA,QT21010003,PC Mitr Phol Lite Sugar at Makro 60 stores 3  months,บริษัท น้ำตาล จำกัด,Cancelled,01-02-21,30-04-21,2021,Patcharaporn Ketudom,Q1,,,New,Mitr Phol, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,อาหาร,04-01-21,Ketudom,15-01-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1082,BU 2,76,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010026,PC Mitr Phol Lite Sugar at TT 21 Stoes  1 month,บริษัท น้ำตาล จำกัด,Approved,15-01-21,13-02-21,2021,Patcharaporn Ketudom,Q1,1102021,PC Mitr Phol Lite Sugar at TT 21 Stoes  1 month,Existing,Mitr Phol," 327,565.72 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,05-01-21,MANIS,09-04-21," 251,218.96 "," 285,416.04 ",,,,,,,,,,," 536,635.00 ",,,,,,,
1083,BU 2,77,5,Cancelled,Merchadiser& Ro,QT21010042,Smooth E  Merchandiser Program at UPC,บริษัท สยาม กรุ๊ป จำกัด ,Cancelled,01-02-21,30-06-21,2021,Patcharaporn Ketudom,Q1,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,PICHAYA,เวชสำอางค์,07-01-21,Jutamas,01-03-21,,,,,,,,,,,,," 1,448,280.00 ",,,,,,,
1084,BU 2,79,5,Cancelled,Merchadiser& Ro,QT21010068,Additional merchandiser share services,บริษัท อุตสาหกรรม จำกัด,Cancelled,01-03-21,30-06-21,2021,Patcharaporn Ketudom,Q1,1852021,Additional merchandiser share services,Existing,Champion, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Ketudom,ถุงขยะ,18-01-21,Ketudom,07-04-21,,,,,,,,,,,,," 26,604.72 ",,,,,,,
1085,BU 2,81,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010070,INCENTIVE FOR PC AT MAKRO,บริษัท น้ำตาล จำกัด,Approved,19-01-21,31-01-21,2021,Patcharaporn Ketudom,Q1,2302021,INCENTIVE FOR PC AT MAKRO,Existing,Mitr Phol," 15,000.00 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,19-01-21,Ketudom,22-01-21,,,,,,,,,,,,," 16,500.00 ",,,,,,,
1086,BU 2,82,4,Cancelled,PG & BA,QT21010090.1,PG Cheer Girl Sensodyne Additional Commission on Jan  2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Cancelled,01-01-21,31-01-21,2021,Patcharaporn Ketudom,Q1,58872020,PG Cheer Girl Sensodyne Additional Commission on Jan  2021,Existing,Sensodyne," 8,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,JAGKRA,ดูแลช่องปาก,01-02-21,WARAPHORN,14-03-21,,,,,,,,,,,,," 9,350.00 ",,,,,,,
1087,BU 2,83,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010091,PC Mitr Phol at Makro 1 month,บริษัท น้ำตาล จำกัด,Approved,26-02-21,30-04-21,2021,Patcharaporn Ketudom,Q1,4402021,PC Mitr Phol at Makro 1 month,Existing,Mitr Phol," 674,947.81 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,26-01-21,MANIS,18-04-21,," 2,704.59 "," 269,366.64 "," 130,790.73 ", 613.91 ,,," 84,346.20 ",,,,," 487,824.07 ",,,,,,,
1088,BU 2,84,4,Cancelled,PG & BA,QT21010093,PG GATSBY BODY CARE,MC (Thailand) Limited.,Cancelled,28-05-21,30-05-21,2021,Patcharaporn Ketudom,Q2,,,Existing,Gatsby, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Ketudom,จัดแต่งทรงผม,26-01-21,Ketudom,30-04-21,,,,,,,,,,,,," 52,470.00 ",,,,,,,
1089,BU 2,85,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010101,PC SINO IN FEBRUARY 2021,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,02-02-21,02-03-21,2021,Patcharaporn Ketudom,Q1,3202021,PC SINO IN FEBRUARY 2021,Existing,Sino," 128,399.99 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,27-01-21,MANIS,01-04-21,," 150,315.00 ",,,,,,,,,,," 150,315.00 ",,,,,,,
1090,BU 2,86,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010101.1,PC SINO IN FEBRUARY 2021 (additional),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,02-02-21,02-03-21,2021,Patcharaporn Ketudom,Q1,3212021,PC SINO IN FEBRUARY 2021 (additional),,Sino, 0.00 ,อาหารและเครื่องดื่ม,Chanatinad,อาหาร,15-03-21,Ketudom,06-04-21,,," 12,072.50 ",,,,,,,,,," 21,835.00 ",,,,,,,
1091,BU 2,87,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010103,SWAP TEST COVID 19,บริษัท น้ำตาล จำกัด,Approved,26-02-21,10-04-21,2021,Patcharaporn Ketudom,Q1,4502021,SWAP TEST COVID 19,,Mitr Phol," 2,500.00 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,28-01-21,Ketudom,07-04-21,," 2,750.00 ",,,,,,,,,,," 2,750.00 ",,,,,,,
1092,BU 2,92,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21020023,Smooth E (Additional Commission For PC TT @Jan 2021),บริษัท สยาม กรุ๊ป จำกัด ,Approved,10-02-21,28-02-21,2021,Patcharaporn Ketudom,Q1,13802021,Smooth E (Additional Commission For PC TT @Jan 2021),Existing,Smooth E," 35,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Jutamas,เวชสำอางค์,09-02-21,Ketudom,31-03-21,,," 38,340.00 ",,,,,,,,,," 38,340.00 ",,,,,,,
1093,BU 2,93,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21020041,SINO PC IN MAR 2021,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,03-03-21,31-03-21,2021,Patcharaporn Ketudom,Q1,6702021,SINO PC IN MAR 2021,Existing,Sino," 530,325.42 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,17-02-21,Ketudom,29-04-21,," 17,571.06 "," 577,237.44 ",,,,,,,,,," 594,808.50 ",,,,,,,
1094,BU 2,94,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21020041.1,SINO PC IN Apirl 2021,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,01-04-21,06-04-21,2021,Patcharaporn Ketudom,Q2,36002021,PC Sino in April 2021 ,Existing,Sino, 0.00 ,อาหารและเครื่องดื่ม,Chanatinad,อาหาร,29-03-21,Ketudom,29-04-21,,,," 100,870.00 ",,,,,,,,," 100,870.00 ",,,,,,,
1095,BU 2,95,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21020056,PC Mitr Phol at TT 52 Stores,บริษัท น้ำตาล จำกัด,Approved,01-03-21,10-03-21,2021,Patcharaporn Ketudom,Q1,7402021,PC Mitr Phol at TT 52 Stores,New,Mitr Phol," 366,776.16 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,23-02-21,MANIS,18-04-21,,," 432,726.63 ",,,,,,,,,," 550,313.50 ",,,,,,,
1096,BU 2,96,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21030008,PC Mitr Phol at Chibuya Building,บริษัท น้ำตาล จำกัด,Approved,08-03-21,08-03-21,2021,Patcharaporn Ketudom,Q1,9102021,PC Mitr Phol at Chibuya Building,New,Mitr Phol," 1,970.61 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,03-03-21,Ketudom,07-04-21,,," 2,750.00 ",,,,,,,,,," 2,750.00 ",,,,,,,
1097,BU 2,97,4,Cancelled,PG & BA,QT21030035,PG DMP,BJ Public Company Limited,Cancelled,23-04-21,05-09-21,2021,Patcharaporn Ketudom,Q2,,,Existing,DMP & Parrot, 0.00 ,,Ketudom,,09-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 953,260.00 ",,,,,,,
1098,BU 2,580,4,Cancelled,PG & BA,QT21030090,Downy BA Full Month [North&Northeast], Trading (Thailand) Ltd.,cancelled,01-09-21,28-02-22,2021,Patcharaporn Ketudom,Q3,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Chayapa,น้ำยาปรับผ้านุ่ม,17-03-21,Chayapa,30-03-21,,,,,,,,," 616,000.00 "," 616,000.00 "," 616,000.00 "," 616,000.00 "," 3,696,000.00 ",,,,,,,
1099,BU 2,98,4,Cancelled,PG & BA,QT21030095,PC Mitr Phol Syrub at Makro,บริษัท น้ำตาล จำกัด,Cancelled,01-06-21,30-06-21,2021,Patcharaporn Ketudom,Q2,,,New,Mitr Phol, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,อาหาร,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 785,290.00 ",,,,,,,
1100,BU 2,99,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21030096,PC Mitr Phol Lite Sugar at Central Bangna,บริษัท น้ำตาล จำกัด,Approved,20-03-21,20-03-21,2021,Patcharaporn Ketudom,Q1,14302021,PC Mitr Phol Lite Sugar at Central Bangna,,Mitr Phol," 2,149.35 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,18-03-21,MANIS,18-04-21,,," 2,970.00 ",,,,,,,,,," 2,970.00 ",,,,,,,
1101,BU 2,100,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030097,Lactasoy Merchandiser at UPC,บริษัท นมถั่วเหลือง จำกัด,Approved,01-07-21,31-12-21,2021,Patcharaporn Ketudom,Q3,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1102,BU 2,100,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030097.1,Lactasoy Merchandiser at UPC 1 - 15 July 2021,บริษัท นมถั่วเหลือง จำกัด,Approved,01-07-21,15-07-21,2021,Patcharaporn Ketudom,Q3,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,," 7,744.41 "," 891,475.73 "," (14,587.69)",,,,," 899,220.14 ",,,,,,,
1103,BU 2,100,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030097.2,Lactasoy Merchandiser at UPC 16 July - 15 Aug 2021,บริษัท นมถั่วเหลือง จำกัด,Approved,16-07-21,15-08-21,2021,Patcharaporn Ketudom,Q3,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,,," 898,773.45 "," 1,024,388.93 ",,,,," 1,550,188.80 ",,,,,,,
1104,BU 2,100,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030097.3,Lactasoy Merchandiser at UPC 16 Aug - 15 Sep 2021,บริษัท นมถั่วเหลือง จำกัด,Approved,16-08-21,15-09-21,2021,Patcharaporn Ketudom,Q3,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,,,," 909,504.62 "," 640,684.18 ",,,," 1,550,188.80 ",,,,,,,
1105,BU 2,100,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030097.4,Lactasoy Merchandiser at UPC 16 Sep -15 Oct 2021,บริษัท นมถั่วเหลือง จำกัด,Approved,16-09-21,15-10-21,2021,Patcharaporn Ketudom,Q3,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,,,,," 775,094.40 "," 775,094.40 ",,," 1,550,188.80 ",,,,,,,
1106,BU 2,100,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT21030097.5,Lactasoy Merchandiser at UPC 16 Oct - 15 Nov 2021,บริษัท นมถั่วเหลือง จำกัด,Approved,16-10-21,15-11-21,2021,Patcharaporn Ketudom,Q4,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,,,,,," 775,094.40 "," 775,094.40 ",," 1,550,188.80 ",,,,,,,
1107,BU 2,100,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030097.6,Lactasoy Merchandiser at UPC 16 Nov - 15 Dec 2021,บริษัท นมถั่วเหลือง จำกัด,Approved,16-11-21,15-12-21,2021,Patcharaporn Ketudom,Q4,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,,,,,,," 775,094.40 "," 775,094.40 "," 1,550,188.80 ",,,,,,,
1108,BU 2,101,6,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030097.7,Lactasoy Merchandiser at UPC 16 - 31 Dec 2021,บริษัท นมถั่วเหลือง จำกัด,Approved,16-12-21,31-12-21,2021,Patcharaporn Ketudom,Q4,,,New,Lactasoy, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,31-03-21,,,,,,,,,,,," 775,094.40 "," 775,094.40 ",,,,,,,
1109,BU 2,101,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030098,Sappe Merchandiser BKK & GBKK,บริษัท เปเป้ จำกัด (มหาชน),Approved,01-07-21,30-06-22,2021,Patcharaporn Ketudom,Q3,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1110,BU 2,101,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030098.1,Sappe Merchandiser BKK & GBKK 1 - 15 July 21,บริษัท เปเป้ จำกัด (มหาชน),Approved,01-07-21,15-07-21,2021,Patcharaporn Ketudom,Q3,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,," 17,807.39 "," 459,478.21 ",,,,,," 523,881.60 ",,,,,,,
1111,BU 2,101,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030098.2,Sappe Merchandiser BKK & GBKK 16 July - 15 Aug 21,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-07-21,15-08-21,2021,Patcharaporn Ketudom,Q3,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,," 297,947.72 "," 271,441.05 ",,,,," 696,630.00 ",,,,,,,
1112,BU 2,101,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030098.3,Sappe Merchandiser BKK & GBKK 16 Aug - 15 Sep 21,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-08-21,15-09-21,2021,Patcharaporn Ketudom,Q3,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,," 268,037.89 "," 428,592.11 ",,,," 696,630.00 ",,,,,,,
1113,BU 2,101,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21030098.4,Sappe Merchandiser BKK & GBKK 16 Sep - 15 Oct 21,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-09-21,15-10-21,2021,Patcharaporn Ketudom,Q3,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,," 348,315.00 "," 348,315.00 ",,," 696,630.00 ",,,,,,,
1114,BU 2,101,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT21030098.5,Sappe Merchandiser BKK & GBKK 16 Oct - 15 Nov 21,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-10-21,15-11-21,2021,Patcharaporn Ketudom,Q4,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,," 348,315.00 "," 348,315.00 ",," 696,630.00 ",,,,,,,
1115,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.6,Sappe Merchandiser BKK & GBKK 16 Nov - 15 Dec 21,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-11-21,15-12-21,2021,Patcharaporn Ketudom,Q4,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,," 348,315.00 "," 348,315.00 "," 696,630.00 ",,,,,,,
1116,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.7,Sappe Merchandiser BKK & GBKK 16 Dec 21 - 15 Jan 22,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-12-21,15-01-22,2021,Patcharaporn Ketudom,Q4,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,," 348,315.00 "," 696,630.00 ",,,,,,,
1117,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.8,Sappe Merchandiser BKK & GBKK 16 Jan - 15 Feb 22,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-01-22,15-02-22,2022,Patcharaporn Ketudom,Q1,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 696,630.00 ",,,,,,,
1118,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.9,Sappe Merchandiser BKK & GBKK 16 Feb - 15 Mar 22,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-02-22,15-03-22,2022,Patcharaporn Ketudom,Q1,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 696,630.00 ",,,,,,,
1119,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.10,Sappe Merchandiser BKK & GBKK 16 Mar - 15 Apr 22,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-03-22,15-04-22,2022,Patcharaporn Ketudom,Q1,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 696,630.00 ",,,,,,,
1120,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.11,Sappe Merchandiser BKK & GBKK 16 Apr - 15 May 22,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-04-22,15-05-22,2022,Patcharaporn Ketudom,Q2,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 696,630.00 ",,,,,,,
